ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,SPEED_LIMIT,ROUTE_NE_ID,OBJECTID,GlobalID,GEOLOCSTLength
1071529,Bamber Pl,Bamber Pl,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,202417,22621665,{333A0DE3-A768-46E7-B620-683D45C1FD57},0.000879183629579964
1071528,Oasis Dr,Oasis Dr,0,0.73,Single,0,0.73,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,231565,22621666,{1B1EBF6C-9EE4-48C7-8925-641F621AE938},0.00736756314585264
1071527,Palisades Bvd,Palisades Bvd,0,0.43,Right,0,0.43,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,200191,22621667,{D9709032-128F-45F8-A38E-A3FAC6B4AD94},0.00408414764509407
1071527,Palisades Bvd,Palisades Bvd,0,0.43,Left,0,0.43,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,200191,22621668,{DD0F3458-DF58-4402-9131-E8546425273D},0.00425028896226081
1071526,Soa Jorge Green Link,Soa Jorge Green Link,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,239504,22621669,{5FA21F5F-CFDC-4278-AB03-8EBBEB9F9DC7},0.00125970008563012
1071525,Bianco Place Link,Bianco Place Link,0,0.05,Single,0,0.05,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,203900,22621670,{B764DF58-8EA0-4D45-80C0-15F144D515BE},0.000499919304476538
1071524,Brodie Ct,Brodie Ct,0,0.36,Single,0,0.36,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,205568,22621671,{46FB31D1-8153-4A3C-B965-EE62755E47BC},0.00347664489010864
1071523,Tranby Dr,Tranby Dr,0,1.37,Single,0,1.37,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,242850,22621672,{9FEA7B95-F9D0-4C11-9E5E-170048CFE373},0.0137901337535425
1071521,Wicksteed Cl,Wicksteed Cl,0,0.75,Single,0,0.75,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,245927,22621673,{CDEEAEC1-5C6F-4698-91DC-7EE0550B755B},0.00676475346284605
1071520,Percival Pl,Percival Pl,0,0.24,Single,0,0.24,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,233428,22621674,{3BD8B16D-8EC3-46AF-8554-82478164587D},0.0021927307734634
1071519,Secret Harbour Bvd Serv Rd (F),Secret Harbour Bvd Serv Rd (F),0,0.41,Single,0,0.41,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238317,22621675,{91A25F7B-2FBF-44DA-AA71-9BED0EDB03D2},0.0042737496468585
1071518,Tincombe Gr,Tincombe Gr,0,0.72,Single,0,0.72,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,242487,22621676,{01798D46-67D7-445F-9005-B19029E2E0EC},0.00700228118874788
1071517,Secret Harbour Bvd Serv Rd (E),Secret Harbour Bvd Serv Rd (E),0,0.186,Single,0,0.186,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238316,22621677,{C4AD1506-9C43-4F30-A861-EF376630CEB7},0.00190843066977709
1071516,Secret Harbour Bvd,Secret Harbour Bvd,0,0.102,Single,0,0.102,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238315,22621678,{9634F470-3ADC-4125-A305-F5ABC2A4D5A7},0.000965550205113495
1071515,Secret Harbour Bvd,Secret Harbour Bvd,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238314,22621679,{D7BACAEA-B10D-4CAC-8ABD-3C7E77904F05},0.000898167915002108
1071514,Secret Harbour Bvd,Secret Harbour Bvd,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238313,22621680,{0CF87980-88B4-4B87-B460-D1F99E159C2B},0.000939203697683713
1071513,Secret Harbour Bvd,Secret Harbour Bvd,0,0.092,Single,0,0.092,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238312,22621681,{0FCAB70C-B144-4950-8A74-BE79667548B5},0.000879709397237789
1071512,Boothman Mews,Boothman Mews,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,204723,22621682,{E804372C-4396-456D-AC79-B20DB4D51EAF},0.00107917736470575
1071511,Lipscombe Cl,Lipscombe Cl,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,225417,22621683,{5C6B3A54-9EB2-42CB-9FC6-069075CFD2FA},0.00122333726573839
1071510,Tuckey Pl,Tuckey Pl,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,243170,22621684,{58B28158-44AE-440C-A855-238F7EA7AEF3},0.000842745279162779
1071509,Goodman Pl,Goodman Pl,0,0.14,Single,0,0.14,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,217271,22621685,{6654C327-8CF3-41B7-B89A-F0B32888A001},0.00142937509380971
1071508,Gaze Gr,Gaze Gr,0,0.33,Single,0,0.33,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,216360,22621686,{F56001A2-3CB7-491A-8125-83A6CC2DAC87},0.00322025622294125
1071507,Ayrton Ct,Ayrton Ct,0,0.28,Single,0,0.28,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,202081,22621687,{00124EE3-BBBB-4FDE-9D14-F37CDD7BBE92},0.00256063825549074
1071506,Humphries St,Humphries St,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,220844,22621688,{F730A556-1D6C-47AD-A465-766FE7E84B47},0.00111167200579563
1071505,Growden St,Growden St,0,0.039,Single,0,0.039,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,218054,22621689,{BCF54DCF-2FC8-4609-93C5-CCBD4377149A},0.000375366487582469
1071504,Mackinnon St,Mackinnon St,0,0.28,Single,0,0.28,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,226246,22621690,{D0272803-93DB-4E38-9E1C-B7295ED63C45},0.00281348527503978
1070414,Trevally Pl,Trevally Pl,0,0.07,Single,0,0.07,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,242979,22621691,{6549F97C-0421-46E1-890B-EF847E8FE540},0.000729081614087202
1070413,Bonito Pl,Bonito Pl,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,204621,22621692,{18030B5E-6651-4ADB-BA39-C4638FF80D19},0.000793357422603457
1070412,Tarwhine Pl,Tarwhine Pl,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241569,22621693,{074FE4CC-F2A6-4A4B-B1CA-A72AE4B1721F},0.00148422286248708
1070411,Pescatore Pl,Pescatore Pl,0,0.5,Single,0,0.5,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,233520,22621694,{7E740694-70D5-4FCE-9089-E4E5B313AB6D},0.00496229448885654
1070410,Dorado St,Dorado St,0,0.53,Single,0,0.53,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,212345,22621695,{7B368086-F9A5-41CD-8047-1BECEB3BB091},0.00490216747624076
1070409,Albacore St,Albacore St,0,0.065,Single,0,0.065,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,200537,22621696,{18575A2E-68C4-413E-9619-FA066EEADF5F},0.000614114787471761
1070408,Guarnard Rd,Guarnard Rd,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,218073,22621697,{A2D00950-C61F-4F14-B78F-7AA769DCBAAA},0.000908599471714573
1070407,Marlin Wy,Marlin Wy,0,0.69,Single,0,0.69,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,226996,22621698,{A25A71F4-36FE-44E1-8A6F-35077D96DD41},0.0066109913014466
1070406,Barramundi St,Barramundi St,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,202811,22621699,{6B580390-DCD3-4DC5-B755-4C73AC542830},0.00100256195617309
1070405,Blue Fin Dr,Blue Fin Dr,0,1,Single,0,1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,204395,22621700,{8DEF7430-A1EE-4FF2-A7A5-C097E845C61A},0.010493500924912
1070404,Yeeda Rd,Yeeda Rd,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,247262,22621701,{66070C63-EC10-4519-8E5F-D210AEC24CD2},0.00124856557697223
1070403,Erlistoun St,Erlistoun St,0,0.4,Single,0,0.4,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,214045,22621702,{89C8527B-3EEF-4476-87FA-A4234D3B5925},0.00362244917939138
1070402,Mileura St,Mileura St,0,0.44,Single,0,0.44,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,228564,22621703,{37EE1A1D-7CC4-4308-9149-D0FCB83C3899},0.00389658083222748
1070401,Glenroy Av,Glenroy Av,0,0.23,Single,0,0.23,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,217001,22621704,{1ACC68A9-DC08-454F-B2FB-0C7D3A214F00},0.00251274182295847
1070879,Resolution Dr,Resolution Dr,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,235857,22621705,{F58A485F-1B67-41A7-A3B4-E4D91A04B6B2},0.0033429090471525
1070878,Ketch Pl,Ketch Pl,0,0.21,Single,0,0.21,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,223086,22621706,{C1F507A9-20D3-46BF-B4A3-4ABA76BC8E0E},0.00217412743210944
1070877,Mast Ct,Mast Ct,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,227307,22621707,{7BA58713-59E4-4CA1-9C03-64E6BDB7B609},0.00120675763929631
1070876,Sextant Av,Sextant Av,0,0.65,Single,0,0.65,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238521,22621708,{0DEE79CF-0FAC-4612-9F3F-B1BD3C80D338},0.00584404385622173
1070875,Lima Cl,Lima Cl,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,225268,22621709,{2C6B34A0-CBAF-4EAC-8F98-B3FE0CB9699A},0.000876877986852607
1070874,Ostend Pl,Ostend Pl,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,232228,22621710,{BAF5A1EF-07B1-4A68-AE99-52B7ADA0409D},0.000804981697974675
1070873,Nome Pl,Nome Pl,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,231052,22621711,{C853CD5F-FD40-43EB-8CFF-A6EDB0D4C2D0},0.00159505817879024
1070872,Monaco Cl,Monaco Cl,0,0.07,Single,0,0.07,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,229148,22621712,{A0F0D06C-DA15-46CB-AF20-35C1C4548FCB},0.000592347007542419
1070871,Cannes Pl,Cannes Pl,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,206937,22621713,{65CE4DFB-157C-4EF3-88A7-24FBE4965255},0.00215296067652052
1070870,Moreton Cr,Moreton Cr,0,0.87,Single,0,0.87,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,229475,22621714,{8B955D9A-2D6E-483C-8972-A4FC3C39DDF8},0.00833201305266148
1070869,Derby Cl,Derby Cl,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,211846,22621715,{C67B7DD6-1D27-4485-B693-7878963E588A},0.000873985125731554
1070868,Delray Cl,Delray Cl,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,211733,22621716,{12F32BE7-4BEB-4039-9B57-3B30E6A134DD},0.000891629346260399
1070867,Destin Cl,Destin Cl,0,0.04,Single,0,0.04,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,211885,22621717,{1B6C203E-9A54-4EA4-AA55-D730EEBADA42},0.000449588700925635
1070866,Caracas Cl,Caracas Cl,0,0.17,Single,0,0.17,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,207080,22621718,{4521E793-91DC-4614-B9FD-885138A0F17B},0.00166193844361936
1070865,Leeward Cl,Leeward Cl,0,0.26,Single,0,0.26,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,224861,22621719,{61C80E06-0BD8-4CDC-9B2F-87FFFA37EF49},0.00265995519694631
1070864,Panama Pl,Panama Pl,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,232558,22621720,{6BBAD909-ABF6-4330-8765-076BFE2F862A},0.00216930230710114
1070863,Tampico Ct,Tampico Ct,0,0.14,Single,0,0.14,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241432,22621721,{84232E08-FC3D-4A04-8A9B-11B210115478},0.00135105845381064
1070862,Minigwal Loop,Minigwal Loop,0,0.57,Single,0,0.57,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,228866,22621722,{59EA2165-70F8-4F48-B631-6BE843C33963},0.00572066866130916
1070861,Grady Ct,Grady Ct,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,217440,22621723,{0D867B1B-82B7-40C3-A855-BFEA4FA12C1B},0.00282309755730598
1070860,Fox Cl,Fox Cl,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,215646,22621724,{BC85217A-7F0B-4347-BC6C-D19B3519A336},0.00136021180606913
1070859,Giles Pl,Giles Pl,0,0.14,Single,0,0.14,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,216680,22621725,{8BFBBA6B-FF20-4B47-BD9E-4F11530499BA},0.00136145793131913
1070858,Bonnydoon Ct,Bonnydoon Ct,0,0.23,Single,0,0.23,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,204638,22621726,{FC6C444C-630E-4318-AA20-554C916B84B6},0.00222647259501843
1070857,Glencoe Pl,Glencoe Pl,0,0.17,Single,0,0.17,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,216914,22621727,{28D574C5-34F7-4011-9CC0-29B3E03690EE},0.00165912158161949
1070856,Killarney Pl,Killarney Pl,0,0.14,Single,0,0.14,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,223186,22621728,{3B8CB0E7-B3A4-4C57-9DBC-0BC56FD42CD3},0.00143879922449705
1070855,St.Michaels Ct,St.Michaels Ct,0,0.19,Single,0,0.19,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,240066,22621729,{6EC17669-3BB8-4B48-BEDE-C02F54A357B9},0.00188677503100013
1070854,Yarra Cl,Yarra Cl,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,247193,22621730,{FEF9FF77-F120-4FD9-9912-76AE142C3D7E},0.00114669825138656
1070853,Waterloo Rd,Waterloo Rd,0,0.138,Single,0,0.138,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,244964,22621731,{87B99148-FFEE-4D5D-84D7-22635F5B95AE},0.00143500066099415
1070852,Wills Ct,Wills Ct,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,246235,22621732,{BCDE064C-D21F-4D0E-85D4-EDF7E9E5BF6F},0.00111845539519259
1070851,Walleroo Pl,Walleroo Pl,0,0.13,Single,0,0.13,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,244441,22621733,{0A4C9283-107B-4388-8C93-380770F635DF},0.00119133688573251
1070850,Wooramel Wy,Wooramel Wy,0,0.96,Single,0,0.96,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,246871,22621734,{D06ADA94-CD35-421D-B05A-F542B3754C21},0.00964972931391025
1070849,Tweed Cl,Tweed Cl,0,0.16,Single,0,0.16,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,243352,22621735,{D4F1EE40-FAA3-4A4B-84E1-3380ED0DE79B},0.00154016007499544
1070848,The Avenue,The Avenue,0,1.6,Single,0,1.6,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241918,22621736,{033245E6-22D6-4CB2-A27C-01B5F2AF298F},0.0157075597786244
1070847,Triton Av,Triton Av,0,0.94,Single,0,0.94,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,243051,22621737,{B8FADA31-F453-45C4-8FED-98CBB020F176},0.00927699196056913
1070846,Tasman Pl,Tasman Pl,0,0.2,Single,0,0.2,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241580,22621738,{DDAE84FA-15E5-42B4-8A77-2EBDE97D48C4},0.00204365616133045
1070845,Tay Ct,Tay Ct,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241633,22621739,{69E93EB2-6C0C-492F-A793-BC0470353D39},0.00118645673651489
1070844,Tana Ct,Tana Ct,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241437,22621740,{FBF050C1-1C59-4C07-B72C-4CED84E67B4A},0.00103509752138418
1070843,Sloop Ct,Sloop Ct,0,0.13,Single,0,0.13,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,239340,22621741,{E3BE9CD6-52E4-4D8B-AB33-C3DF3443480A},0.00141024388030251
1070842,Starboard Ct,Starboard Ct,0,0.07,Single,0,0.07,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,240194,22621742,{5161B24A-8791-47B4-BB3B-FC57323F1A52},0.00073015274562798
1070841,Shell Cl,Shell Cl,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,238729,22621743,{0D810484-1E83-4735-B651-576E66085ADC},0.00120300609966031
1070840,Success Dr,Success Dr,0,0.68,Single,0,0.68,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,240839,22621744,{8A87FDA4-6A1F-48B6-8D3A-E29C150A4D9D},0.00661505298679335
1072468,Marlberry L,Marlberry L,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333479,22621745,{BDCE33E2-A5A3-4E0A-AA84-1B489E4FA3BC},0.000914406188179749
1072467,Tintagel Pde,Tintagel Pde,0,0.227,Single,0,0.227,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333477,22621746,{E0344F6D-CD56-4F02-87F6-7815BCD9F512},0.00207000024154588
1072466,Corbin L,Corbin L,0,0.092,Single,0,0.092,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333475,22621747,{D6F13603-2FD3-4561-842D-737E5C638760},0.000978012781102579
1072464,St James Dr,St James Dr,0,0.746,Single,0,0.746,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333471,22621748,{46BFCA51-2269-453C-8F58-C22CEF6754C6},0.00705492193930181
1072463,Rubens Cct,Rubens Cct,0,0.6,Single,0,0.6,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333469,22621749,{EB57B4FC-0A67-485F-B677-B11B41EA30A6},0.00580238800168788
1072462,Dunbar Link,Dunbar Link,0,0.104,Single,0,0.104,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333467,22621750,{BB39E9E1-6115-411F-8479-0403894C7F1C},0.00111038128444835
1072461,Bonney Dr,Bonney Dr,0,0.387,Single,0,0.387,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333465,22621751,{C30ECD22-E9B9-4ED9-B9DD-09D317D14A18},0.00362278115258938
1072460,Magenta Cr,Magenta Cr,0,0.9,Single,0,0.9,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333463,22621752,{79240FE6-9182-4638-A497-87E5A2BB14E2},0.00874813006436333
1072459,Como Wy,Como Wy,0,0.079,Single,0,0.079,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,26333461,22621753,{4FE6FE0D-8998-46FA-9836-B3EEFFFA06F5},0.000784097570459187
1072544,Barbon L,Barbon L,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611312,22621754,{1123B9AA-D627-4C65-8B4F-FF93F546E360},0.00160701991275777
1072543,Hearth Wy,Hearth Wy,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611310,22621755,{437F7178-CFE4-48E4-833A-C9BFA09EC684},0.000794733288594356
1072542,Greenock Rd,Greenock Rd,0,0.403,Single,0,0.403,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611308,22621756,{CA6E938A-F283-4A7B-888F-BA16897A52DD},0.00427353900552111
1072541,Branchton Loop,Branchton Loop,0,0.465,Single,0,0.465,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611305,22621757,{511CD4DD-5E21-4574-B9DE-F8EC8E154000},0.00482490407755232
1072540,Duppas L,Duppas L,0,0.155,Single,0,0.155,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611303,22621758,{3864B781-BD5D-4AE0-AF8B-B26BC1FFDA72},0.00159241801532981
1072539,Finsbury Rd,Finsbury Rd,0,0.2,Single,0,0.2,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611300,22621759,{18F74D94-ED7B-43B4-B1AB-FADBC95343E3},0.002108003795063
1072537,Venetian Wy,Venetian Wy,0,0.216,Single,0,0.216,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611295,22621760,{317F0FCB-BB02-4212-A4FD-7BE05CCC9EC8},0.0019904769920431
1072536,Everest Wy,Everest Wy,0,0.399,Single,0,0.399,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611292,22621761,{19899216-B050-45EB-9E79-5EEE90A778D9},0.00372098646063523
1072535,Delphi L,Delphi L,0,0.083,Single,0,0.083,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611290,22621762,{8EA1379E-E8A5-45D8-BA78-61A31CD1A413},0.000809845664308947
1072534,Vitus L,Vitus L,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611288,22621763,{D5659604-4FD5-485D-87AF-FB6C8315674C},0.000801768669879286
1072533,Niagara St,Niagara St,0,0.255,Single,0,0.255,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611284,22621764,{80646264-7714-4773-B93D-5D0F4ECDFE81},0.00253616313868129
1072532,Pierhead Wy,Pierhead Wy,0,0.115,Single,0,0.115,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611282,22621765,{F6E2A417-3CAC-42F3-A048-777FC83E2C74},0.00103103928150192
1072531,Wandsworth Cct,Wandsworth Cct,0,0.43,Single,0,0.43,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611279,22621766,{DD19AF37-5218-4CEC-849A-D763BB371865},0.00420257085497171
1072530,Braid Rd,Braid Rd,0,0.16,Single,0,0.16,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611276,22621767,{3D7931E1-0C9C-45A7-8209-F76C3C30B797},0.0017225367920599
1072529,Huggins Wy,Huggins Wy,0,0.18,Single,0,0.18,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611274,22621768,{45F34E75-6158-4CBA-B9C1-C1A641CD98F6},0.00177083217792436
1072528,Leblanc Wy,Leblanc Wy,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611272,22621769,{AAFAA749-F5E5-4FE6-B331-0D6F1F104F64},0.000866478620109438
1072527,Malia L,Malia L,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611269,22621770,{CFB1EE3A-4EF7-4C15-8DA7-6A2D39AC3621},0.000761762430157855
1072526,Monaghan Cl,Monaghan Cl,0,0.17,Single,0,0.17,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611266,22621771,{DCFCF4C7-7761-4F43-83B2-8F4925EB5308},0.00170076338229359
