ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,SPEED_LIMIT,ROUTE_NE_ID,OBJECTID,GlobalID,GEOLOCSTLength
4240174,Heal St Access,Heal St Access,0,0.02,Single,0,0.02,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,12795307,22608145,{1D56372F-E65F-48F1-94D7-916C08306261},0.000243353652119708
4240005,Cubbine Rd,Cubbine Rd,20.88,35.9,Single,20.88,35.9,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,210670,22608146,{43A67735-F592-46E3-9529-7B587B0C1702},0.151885391050635
1180505,Freeman Loop,Freeman Loop,0,0.27,Single,0,0.27,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,540904504,22608147,{59F78D22-3FB5-4633-8DB1-8D0C3383B97C},0.00283149744270055
1180032,Swanbourne St,Swanbourne St,0,1.22,Single,0,1.22,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,241136,22608148,{27DEB53F-6554-44F8-88B2-FBBBE4FCB003},0.0109860338404658
4240022,Dulbelling South Rd,Dulbelling South Rd,5.78,17.63,Single,5.78,17.63,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,212793,22608149,{A72C76C3-BCD1-4D95-99C5-8A3949706EF4},0.106652747829408
4240022,Dulbelling South Rd,Dulbelling South Rd,2.02,5.75,Single,2.02,5.75,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,212793,22608150,{0A90B9A4-1391-49C0-B9F0-4F93DF6E5229},0.0339023323957174
4240022,Dulbelling South Rd,Dulbelling South Rd,1.07,1.98,Single,1.07,1.98,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,212793,22608151,{F7FE450A-A720-4D1C-B6FF-14C8DA9AB672},0.00847353459630131
4240022,Dulbelling South Rd,Dulbelling South Rd,0,1.01,Single,0,1.01,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,212793,22608152,{172C16E1-230C-480A-BFB4-D99C748F4E78},0.00971783431135957
4240154,Unnamed Rd (Was Caporn Rd),Unnamed Rd (Was Caporn Rd),0,0.93,Single,0,0.93,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,207044,22608153,{F83839E8-083C-4F4C-B3A5-DEBE720044A6},0.00864408352574175
4240063,Minchin Rd,Minchin Rd,0,1.54,Single,0,1.54,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,228820,22608154,{399A70FB-053E-47DB-BAA1-DE1C3E9AEE67},0.0165274417207894
4240060,Waghorn Rd,Waghorn Rd,0,6.03,Single,0,6.03,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,244262,22608155,{E1E38263-AB4D-4CFF-B30E-7B2D5AD462EE},0.0594852856123273
4240071,Black Rd,Black Rd,0,4.11,Single,0,4.11,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,204185,22608156,{20B10893-EE83-4F37-8C37-79EFD4FF7651},0.0385867172987588
4240094,Lyalls Rd,Lyalls Rd,0,0.62,Single,0,0.62,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,226060,22608157,{95C39EB2-0A14-427F-A71B-0DEBCD75AFBC},0.00554723444610015
4240093,Nottle East Side Rd,Nottle East Side Rd,0,3.39,Single,0,3.39,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,231336,22608158,{B17EABFF-777F-470F-B4A8-A28352F50CB8},0.0335534243366879
4240068,Adamson Rd,Adamson Rd,0,3.54,Single,0,3.54,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,200287,22608159,{BBF75B7A-A856-489B-A6E4-2D16CA88E800},0.0348347230520941
4240064,Kevill Rd,Kevill Rd,0,4.45,Single,0,4.45,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,223092,22608160,{11820C28-6472-4F5B-A8BA-508BD0D425EF},0.0462592284338891
4240055,Toapin Rd,Toapin Rd,7.1,11.86,Single,7.1,11.86,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,242549,22608161,{AC453309-C8CB-49E3-9335-46DFAA8B85D8},0.0475600261163861
4240055,Toapin Rd,Toapin Rd,5.75,7.08,Single,5.75,7.08,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,242549,22608162,{1FF96640-9129-4780-A57A-0AA2B1017B9F},0.0135105323097817
4240055,Toapin Rd,Toapin Rd,5.2,5.74,Single,5.2,5.74,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,242549,22608163,{93333B4B-55E4-4FCA-82C0-108B5EDC71ED},0.00551358776115879
4240055,Toapin Rd,Toapin Rd,0,2.09,Single,0,2.09,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,242549,22608164,{A1C90DBC-0D86-4583-AF76-69598A27ABC0},0.021345149132377
4240031,Tammin Rd,Tammin Rd,0,2.46,Single,0,2.46,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,241427,22608165,{330F48B3-70E3-45F2-95D0-9286C0BCB6A9},0.0234336873775941
4240042,Ellen Rd,Ellen Rd,0,3.37,Single,0,3.37,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,213662,22608166,{F52AE9C4-FFDD-4516-83C0-B4DD5155603E},0.0353275450207539
4240114,Solomon South Rd,Solomon South Rd,0,5.29,Single,0,5.29,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,239549,22608167,{78DF8589-B897-4E68-86C4-B0B407144E00},0.049310113894958
4240119,Shenton Rd,Shenton Rd,0,5.16,Single,0,5.16,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,238758,22608168,{EDB2A4EE-B598-4B2E-9A39-5852B99177C0},0.0546147791391935
4240117,Simpson Rd,Simpson Rd,0,2.96,Single,0,2.96,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,239151,22608169,{E91DB0DB-5E1D-4F77-B4F0-ECA1C5F071DE},0.031532213218436
4240169,Dangin Tce,Dangin Tce,0,0.43,Single,0,0.43,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,12794027,22608170,{2E03F3A4-709A-4AD8-A85D-30863EC12E78},0.00473785084472051
4240168,Brockman St,Brockman St,0,0.24,Single,0,0.24,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,12794023,22608171,{52CE154E-EA22-421B-A322-BFAA769A9E48},0.00204611827615121
4240003,Badjaling South Rd,Badjaling South Rd,0,10.3,Single,0,10.3,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,202165,22608172,{38FB7F0D-D76B-4ADA-8D13-608557CB4C35},0.0972432381783613
4240014,Badjaling North Rd,Badjaling North Rd,14.83,24.2,Single,14.83,24.2,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,202163,22608173,{3AF3EC45-5879-4EFB-8FEC-9742197BB1F2},0.0863947687859825
4240014,Badjaling North Rd,Badjaling North Rd,0,10,Single,0,10,Local Road,08,Wheatbelt,424,Quairading,50km/h applies in built up areas or 110km/h outside built up areas,202163,22608174,{EB67AD39-D04B-45B3-A459-6117F692D974},0.0933713080965304
1141495,Brewer Rd,Brewer Rd,0,0.46,Single,0,0.46,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,493052377,22608175,{55442951-2FC0-4950-A489-A0F3EEDF78A8},0.00484286313965262
1141483,Serisier Pwy,Serisier Pwy,0,0.25,Right,0,0.25,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,270246518,22608176,{BA8F8EA7-948D-4CC5-9A3F-699EA1490A63},0.00250341044983333
1141483,Serisier Pwy,Serisier Pwy,0,0.37,Left,0,0.37,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,270246518,22608177,{4B30AFAF-2F56-434A-89B3-E7E299AC65B0},0.00367137043004176
1141349,Tucker Ct,Tucker Ct,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,243163,22608178,{7000E790-33BA-436D-92C9-7365ADDA2D35},0.00127622356686886
1141348,Solway Grn,Solway Grn,0,0.46,Single,0,0.46,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,239563,22608179,{F4EDBA31-4CFD-4352-A82E-BCA32417768F},0.00451482107143517
1141347,Uppsala Pl,Uppsala Pl,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,243673,22608180,{5736A42D-9E65-41BE-BB9E-E45E24A25185},0.000959786886733276
1141343,Agnew Cove,Agnew Cove,0,0.04,Single,0,0.04,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,200422,22608181,{E51E0D3B-D29D-40FF-89D9-EF765C1A15A8},0.000401617977685263
1141341,Cue Cove,Cue Cove,0,0.04,Single,0,0.04,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,210678,22608182,{B1F2F921-F02D-491A-A741-4FD8502BD489},0.000342052627529741
1141340,McElligott Ct,McElligott Ct,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,227708,22608183,{DC25DF10-B720-431E-963D-5BA39B4711A4},0.00100165117959472
1141332,The Crest,The Crest,0,0.14,Single,0,0.14,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,241962,22608184,{844E2488-AA6A-4141-9EA1-3E52E26A6250},0.00124812403272123
1141165,Finula Pl,Finula Pl,0,0.21,Single,0,0.21,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,214967,22608185,{CAEF3F17-BD9C-48FB-92B8-19608DAB1DFB},0.00200114359293268
3120114,Oneill Rd,Oneill Rd,2.62,6.48,Single,2.62,6.48,Local Road,01,Great Southern,312,Plantagenet,50km/h applies in built up areas or 110km/h outside built up areas,231494,22608186,{C9D4482C-282E-4DA2-A08F-2C3888A35B0A},0.0418813263281592
1141496,Barley Pl,Barley Pl,0,0.365,Single,0,0.365,Local Road,07,Metropolitan,114,Canning (C),50km/h applies in built up areas or 110km/h outside built up areas,493052388,22608187,{EF72FF71-6180-4116-B182-3D348AF8A003},0.00631481234328756
H329,Wellington St Off Ramp off to Roe St,Wellington St Off Ramp off to Roe St,0,0.12,Single,0,0.12,State Road,07,Metropolitan,124,Perth (C),50km/h applies in built up areas or 110km/h outside built up areas,493049554,22608188,{6920487A-872C-407E-82F5-07A55BC7DDA9},0.00105121488158563
H672,Mitchell Fwy (Southbound) off to Wellington St,Mitchell Fwy (Southbound) off to Wellington St,0.39,0.7,Single,0.39,0.7,State Road,07,Metropolitan,124,Perth (C),50km/h applies in built up areas or 110km/h outside built up areas,247728,22608189,{B5B96310-6D32-4AD8-8789-58CB6DE59EEB},0.00300477378506062
2040622,Gleneagles Wy,Gleneagles Wy,0,0.06,Single,0,0.06,Local Road,02,South West,204,Bunbury (C),50km/h applies in built up areas or 110km/h outside built up areas,216933,22608190,{96D4D8DF-3CB7-4457-B334-690C7F716C38},0.000545716584353112
2040026,Symmons St,Symmons St,0,0.62,Single,0,0.62,Local Road,02,South West,204,Bunbury (C),50km/h applies in built up areas or 110km/h outside built up areas,241241,22608191,{421BBFB4-667C-4551-9644-2D4DBE1CB855},0.00674453880312547
2040014,Macqueen Cr,Macqueen Cr,0,0.4,Single,0,0.4,Local Road,02,South West,204,Bunbury (C),50km/h applies in built up areas or 110km/h outside built up areas,226274,22608192,{47F9B3CD-EC37-4A07-AF04-96DCE120050F},0.00381333999553705
1190768,Anstie Wy,Anstie Wy,0,0.41,Single,0,0.41,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,201255,22608193,{F18548CC-0743-45A7-91D4-C17D30A19AFA},0.0043065815819651
1191175,Sedgman Mews,Sedgman Mews,0,0.2,Single,0,0.2,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,238329,22608194,{C9FB8D1D-B5D6-44F7-BA6F-F8D78746328B},0.00187393527224739
1191171,Frawley Gdns,Frawley Gdns,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,215785,22608195,{0BB7CB82-1567-4CEC-8847-86D8513979D3},0.00281473865602806
1191169,Gambie Cl,Gambie Cl,0,0.18,Single,0,0.18,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,216131,22608196,{4EA1B342-7CB2-4C6E-B805-4D99EE0743E6},0.00164096393521381
1191168,Prescott Dr,Prescott Dr,0,0.93,Single,0,0.93,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,234455,22608197,{86B2D09E-CFEB-4C26-8FE9-221D29DD14D7},0.00901959619200204
1191154,Hendy Grn,Hendy Grn,0,0.25,Single,0,0.25,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,219503,22608198,{162686A8-4BB1-47BE-962C-E2CCC94502A2},0.00242242442611047
1191152,Stellfox Cl,Stellfox Cl,0,0.23,Single,0,0.23,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,240318,22608199,{7AEC2038-44D7-428B-B319-F9F26B143518},0.00219779533007682
1191133,Boylen Rise,Boylen Rise,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,205052,22608200,{4254353E-5560-4DB0-97B9-F3FD82D0189B},0.00153092449690001
1191084,Bowman Ct,Bowman Ct,0,0.17,Single,0,0.17,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,204977,22608201,{85FD7B73-659A-4337-A841-6B5D42FEAB26},0.00162045130350746
1191054,Moir Rd,Moir Rd,0,0.43,Single,0,0.43,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,229095,22608202,{634AE119-24CA-4106-8347-38BA2DCBD4E9},0.00402727583623031
1180327,Tangney Cr,Tangney Cr,0,0.15,Single,0,0.15,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,241466,22608203,{076EB69E-3377-487C-A32E-B9389254D6B5},0.00162677675489796
1180326,Rushby Wy,Rushby Wy,0,0.38,Single,0,0.38,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,237330,22608204,{4C25E1D1-8941-4A13-BAF2-B819EBB88234},0.00340552981412035
1190975,Whelan Rd,Whelan Rd,0,0.24,Single,0,0.24,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,245691,22608205,{253CAECD-82CD-4270-B8C4-9E1FAE82E3E2},0.0024118462493896
1180258,Yarrick St,Yarrick St,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,247220,22608206,{7C167816-899B-435D-AD84-57FA4893F8A7},0.00212740170763245
1190930,Townsing Rd,Townsing Rd,0,0.96,Single,0,0.96,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,242812,22608207,{0940B04F-B1B5-4538-8649-C664306C4B6A},0.00961325138695179
1190906,Bunning Pl,Bunning Pl,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,206079,22608208,{83F0270D-F5AD-4CBE-8015-62AFDFD04009},0.000707070717821068
1190863,Preedy Ct,Preedy Ct,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,234433,22608209,{5FDA5E9A-B033-48D4-A6D9-A2245A1AD44B},0.00072341435692187
1190860,Waltham Ct,Waltham Ct,0,0.13,Single,0,0.13,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,244528,22608210,{1747B04A-75A0-4840-BB07-974D45A84A39},0.00133721915366194
1190831,Prider Ct,Prider Ct,0,0.13,Single,0,0.13,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,234513,22608211,{A7DDBA1E-2109-40B2-A6AE-68F22A844888},0.0011399064003818
1180156,Adams St,Adams St,0,0.24,Single,0,0.24,Local Road,07,Metropolitan,118,Fremantle (C),50km/h applies in built up areas or 110km/h outside built up areas,200281,22608212,{0DF62153-5738-4C25-AAA3-404201122703},0.00219300091199251
1190784,Tangney Ct,Tangney Ct,0,0.03,Single,0,0.03,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,241277,22608213,{1FECCD64-9C0C-4988-95C0-6A5C7E577A07},0.000388011597764809
1190781,Temby Ct,Temby Ct,0,0.05,Single,0,0.05,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,241788,22608214,{B653760C-B0F2-43C4-84FD-B9CE4628DCEE},0.00046112887513362
1190774,Moore Gdns,Moore Gdns,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,119,Melville (C),50km/h applies in built up areas or 110km/h outside built up areas,229344,22608215,{5F0DE05E-026A-4143-93A7-D307C0112B6B},0.000835431026476752
2150098,Fiegert Rd,Fiegert Rd,0,5.3,Single,0,5.3,Local Road,02,South West,215,Murray,50km/h applies in built up areas or 110km/h outside built up areas,214893,22608216,{F1331178-3823-45B7-80E8-6D4EB5A11AA0},0.0480658134321168
2060628,Wicklow Bvd,Wicklow Bvd,0,0.42,Right,0,0.42,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,75572201,22608217,{29616266-B885-468F-9D77-2766BBC6C4BE},0.00385792370853926
2060628,Wicklow Bvd,Wicklow Bvd,0,0.42,Left,0,0.42,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,75572201,22608218,{F093F922-90E7-41A9-8A54-4767DBBF6B1E},0.00387501684684731
2060606,Yalgar L,Yalgar L,0,0.041,Single,0,0.041,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,490898070,22608219,{97B32AAB-7207-4803-81E7-9EE4772877DE},0.000364012362427432
2060600,Elvire L,Elvire L,0,0.126,Single,0,0.126,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,489676793,22608220,{F1CE331A-9299-47D7-AE99-FE691FB26EED},0.00134559644336243
2060527,Ferndale Av,Ferndale Av,0.19,0.9,Right,0.19,0.9,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,219441760,22608221,{72FC30DD-2F57-4971-909C-646007582CED},0.00765165174349058
2060527,Ferndale Av,Ferndale Av,0.19,0.935,Left,0.19,0.935,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,219441760,22608222,{30D90812-EECC-473F-ABE1-FB61A09BF164},0.00793321931479789
2060527,Ferndale Av,Ferndale Av,0,0.19,Single,0,0.19,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,219441760,22608223,{E199AB49-ECB4-4004-92CF-2EC18463330F},0.00213328220312605
2060525,Di Chiera Bend,Di Chiera Bend,0,0.411,Single,0,0.411,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,112838997,22608224,{5335B0CE-E973-4162-896C-FDE723B9B9EF},0.00386794347242815
2060523,Baudin Link,Baudin Link,0,0.088,Single,0,0.088,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,140050813,22608225,{18D1B936-E059-40F7-AC3D-AFCEBD1AC1C2},0.000920831209333572
2060457,Sapphire Rd,Sapphire Rd,0,0.49,Single,0,0.49,Local Road,02,South West,206,Capel,50km/h applies in built up areas or 110km/h outside built up areas,54570545,22608226,{636C3037-BFC2-4149-8897-D7D1FD889DFC},0.00502163887834267
